fpl_code,fbref_code,fotmob_id,fanteam_id,ref_name,fotmob_name,current_team,current_team_id,parent_team,parent_team_id,height_cm,preferred_foot,age,country,market_value_€m,primary_position,listed_positions,is_injured,expected_return,sample_mins,fin_skill,npxg,sot,xa,bcc,tack_w,tack_att,acc_pass,yc,s_rc,og,s_dribb,s_cross,offside,int,block,recov,clear,goal_oa,foul_w,foul_l,eltg,p60_gstart,p90_gstart,on_pens,g,sv_p_xgot,europe_mins_ratio,fac_mins_ratio,lc_mins_ratio
169593,27f4f772,562726,3947060.0,Remi Matthews,Remi Matthews,Crystal Palace,9826,Crystal Palace,9826,184.0,right,31.0,England,0.41123,,GK,False,,0.0,1.0,0.06911,0.3362,0.07739,0.22733,1.2826,2.25745,30.62249,0.21838,0.00412,0.00207,0.55017,0.3666,0.05791,1.23655,0.29022,6.39979,1.30934,0.00085,1.2154,1.39228,0.00814,0.9158,0.5357,0.0,0.06911,0.0,0.7,0.584,0.52
591357,732327ae,1410396,3556535.0,Ryan Trevitt,Ryan Trevitt,Wigan Athletic,8528,Brentford,9937,170.0,right,22.0,England,0.3,CM,RB/DM/CM/LM/RW/AM/LW,False,,526.0,1.01913,0.06775,0.3219,0.08315,0.25074,1.06657,1.75248,29.93305,0.17513,0.00312,0.00205,0.67079,0.4086,0.0431,1.05889,0.38133,6.00206,1.21059,0.00101,1.22668,1.00636,0.00788,0.94738,0.48287,0.0,0.06905,0.0,0.7,0.648,0.84
541462,cfed08d5,1347568,4101873.0,Matai Akinmboni,Matai Akinmboni,AFC Bournemouth,8678,AFC Bournemouth,8678,191.0,left,18.0,USA,3.76158,,CB,False,,0.0,1.0,0.06896,0.36512,0.07723,0.22677,1.13975,2.0361,33.26622,0.27749,0.00644,0.00139,0.77134,0.49802,0.05479,1.29958,0.27414,6.73273,1.22693,0.00085,1.185,1.74613,0.00679,0.9158,0.5357,0.0,0.06896,0.0,0.7,0.584,0.52
518906,87966294,1334834,,Owen Bevan,Owen Bevan,AFC Bournemouth,8678,AFC Bournemouth,8678,186.0,right,21.0,Wales,,,CB,False,,0.0,1.0,0.06896,0.36512,0.07723,0.22677,1.13975,2.0361,33.26622,0.27749,0.00644,0.00139,0.77134,0.49802,0.05479,1.29958,0.27414,6.73273,1.22693,0.00085,1.185,1.74613,0.00679,0.9158,0.5357,0.0,0.06896,0.0,0.7,0.584,0.52
530121,2f5fa231,1290411,,Zain Silcott-Duberry,Zain Silcott-Duberry,AFC Bournemouth U23,584602,AFC Bournemouth,8678,177.0,right,20.0,England,0.015,,LWB,False,,0.0,1.0,0.06896,0.36512,0.07723,0.22677,1.13975,2.0361,33.26622,0.27749,0.00644,0.00139,0.77134,0.49802,0.05479,1.29958,0.27414,6.73273,1.22693,0.00085,1.185,1.74613,0.00679,0.9158,0.5357,0.0,0.06896,0.0,0.7,0.584,0.52
568791,9d316492,1475400,,Callan McKenna,Callan McKenna,AFC Bournemouth U23,584602,AFC Bournemouth,8678,,right,18.0,Scotland,0.15,,GK,False,,0.0,1.0,0.06896,0.36512,0.07723,0.22677,1.13975,2.0361,33.26622,0.27749,0.00644,0.00139,0.77134,0.49802,0.05479,1.29958,0.27414,6.73273,1.22693,0.00085,1.185,1.74613,0.00679,0.9158,0.5357,0.0,0.06896,0.0,0.7,0.584,0.52
444172,d8edc4be,1096635,4054387.0,Will Dennis,Will Dennis,AFC Bournemouth,8678,AFC Bournemouth,8678,188.0,right,25.0,England,1.2018,,GK,False,,0.0,1.0,0.06896,0.36512,0.07723,0.22677,1.13975,2.0361,33.26622,0.27749,0.00644,0.00139,0.77134,0.49802,0.05479,1.29958,0.27414,6.73273,1.22693,0.00085,1.185,1.74613,0.00679,0.9158,0.5357,0.0,0.06896,0.0,0.7,0.584,0.52
494521,5d0e0a1f,1177358,4293382.0,Adrien Truffert,Adrien Truffert,AFC Bournemouth,8678,AFC Bournemouth,8678,173.0,left,23.0,France,15.5,LM,LB/LWB/RWB/DM/LM,False,,12188.0,0.98607,0.06966,0.27949,0.09722,0.25156,1.02728,1.75029,28.42197,0.11575,0.00132,0.00032,0.76622,0.83818,0.10588,0.84976,0.19701,4.65202,1.4423,0.00113,1.11674,0.98693,0.00271,0.95627,0.66311,0.0,0.06869,0.0,0.95,0.584,0.52
491012,890f108d,1356310,3638749.0,Youssef Ramalho Chermiti,Youssef Chermiti,Everton,8668,Everton,8668,192.0,right,21.0,Portugal,15.39734,,AM,False,,1260.0,0.93458,0.07319,0.29369,0.04892,0.13059,0.8522,1.45961,18.25464,0.18672,0.00313,0.00104,0.67187,0.34465,0.34038,0.9526,0.22227,4.02408,1.0805,0.00163,1.02538,1.47261,0.0062,0.87082,0.51623,0.0,0.0684,0.0,0.60397,0.584,0.52
535017,e839dde1,1712233,,Julian Eyestone,Julian Eyestone,Brentford,9937,Brentford,9937,200.0,right,19.0,USA,0.17,,,False,,0.0,1.0,0.06771,0.33256,0.0781,0.22937,1.07408,1.85613,33.52127,0.18002,0.00348,0.00219,0.69492,0.41463,0.04931,1.0552,0.40114,6.13958,1.2492,0.00083,1.01835,1.06838,0.00844,0.9158,0.5357,0.0,0.06771,0.0,0.7,0.584,0.52
626464,e504780f,1516030,3946037.0,Gustavo Nunes Fernandes Gomes,Gustavo Gomes,Brentford,9937,Brentford,9937,173.0,right,19.0,Brazil,16.20508,,LW,True,Mid September 2025,0.0,1.0,0.06771,0.33256,0.0781,0.22937,1.07408,1.85613,33.52127,0.18002,0.00348,0.00219,0.69492,0.41463,0.04931,1.0552,0.40114,6.13958,1.2492,0.00083,1.01835,1.06838,0.00844,0.9158,0.5357,0.0,0.06771,0.0,0.7,0.584,0.52
533710,ad31049a,1482742,,Iwan Morgan,Iwan Morgan,Brentford B,1331802,Brentford,9937,,right,19.0,Wales,0.02,,,False,,0.0,1.0,0.06771,0.33256,0.0781,0.22937,1.07408,1.85613,33.52127,0.18002,0.00348,0.00219,0.69492,0.41463,0.04931,1.0552,0.40114,6.13958,1.2492,0.00083,1.01835,1.06838,0.00844,0.9158,0.5357,0.0,0.06771,0.0,0.7,0.584,0.52
570241,f4065d9e,1341538,,Kim Ji-soo,Ji-Soo Kim,Kaiserslautern,8350,Brentford,9937,189.0,both,20.0,South Korea,0.71842,,CB,False,,131.0,1.0,0.06771,0.33256,0.0781,0.22937,1.07408,1.85613,33.52127,0.18002,0.00348,0.00215,0.69492,0.41463,0.04931,1.0552,0.40114,6.13958,1.2492,0.00083,1.01835,1.06838,0.00826,0.92345,0.57791,0.0,0.06771,0.0,0.7,0.584,0.52
612534,fde367e5,1478706,,Benjamin Fredrick,Benjamin Fredrick,FCV Dender EH,7947,Brentford,9937,,right,20.0,Nigeria,0.175,,CB/RM,False,,0.0,1.0,0.06771,0.33256,0.0781,0.22937,1.07408,1.85613,33.52127,0.18002,0.00348,0.00219,0.69492,0.41463,0.04931,1.0552,0.40114,6.13958,1.2492,0.00083,1.01835,1.06838,0.00844,0.9158,0.5357,0.0,0.06771,0.0,0.7,0.584,0.52
622536,093f0923,1621143,,Benjamin Arthur,Benjamin Arthur,Brentford,9937,Brentford,9937,,right,19.0,England,,,,False,,0.0,1.0,0.06771,0.33256,0.0781,0.22937,1.07408,1.85613,33.52127,0.18002,0.00348,0.00219,0.69492,0.41463,0.04931,1.0552,0.40114,6.13958,1.2492,0.00083,1.01835,1.06838,0.00844,0.9158,0.5357,0.0,0.06771,0.0,0.7,0.584,0.52
225796,1265a93a,807729,148332.0,Reece James,Reece James,Chelsea,8455,Chelsea,8455,182.0,right,25.0,England,36.77063,RB,RB/CB/LB/DM/CM,False,,9527.0,1.0608,0.0638,0.30472,0.13398,0.36355,1.14835,1.63285,48.57251,0.11721,0.00124,0.00762,1.00224,0.89955,0.0858,0.85932,0.28396,4.92482,1.36575,0.00117,0.89209,0.88376,0.00791,0.86127,0.61239,0.0,0.06768,0.0,0.95,0.584,0.52
216051,d9565625,751550,242908.0,Diogo Dalot Teixeira,Diogo Dalot,Manchester United,10260,Manchester United,10260,183.0,right,26.0,Portugal,38.48291,LWB,RB/LB/RWB/LWB/RM/LM,False,,15963.0,0.99602,0.06795,0.22377,0.09334,0.21065,1.314,2.06257,35.82298,0.10943,0.00039,0.00349,0.85117,0.50106,0.09751,1.14972,0.31533,5.58818,2.18123,0.00122,0.30662,1.14443,0.00129,0.96671,0.87895,0.0,0.06768,0.0,0.95,0.9,0.9
441302,cab9634e,966026,3629422.0,Ian Maatsen,Ian Maatsen,Aston Villa,10252,Aston Villa,10252,178.0,left,23.0,Netherlands,41.2283,LB,CB/LB/CM,False,,10783.0,1.05148,0.06424,0.26942,0.09215,0.25504,1.19961,1.86303,31.91687,0.11203,0.00132,0.00141,0.7072,0.41428,0.05423,1.21031,0.09969,4.78799,1.62919,0.00128,0.67408,0.84298,0.01304,0.92811,0.66917,0.0,0.06754,0.0,0.95,0.74973,0.86422
628204,e02b5b36,1524063,3879506.0,Yunus Emre Konak,Yunus Emre Konak,Brentford,9937,Brentford,9937,181.0,right,19.0,Turkiye,8.17764,,DM/CM,False,,64.0,0.99728,0.06771,0.33256,0.0781,0.22937,1.07408,1.85613,33.52127,0.18002,0.00333,0.00214,0.69492,0.41463,0.04931,1.0552,0.40114,6.13958,1.2492,0.00083,1.01835,1.06838,0.00824,0.9158,0.5357,0.0,0.06752,0.0,0.7,0.584,0.52
606689,519db366,1433230,4293391.0,Romelle Donovan,Romelle Donovan,Brentford,9937,Brentford,9937,,right,18.0,England,1.41633,,ST,False,,0.0,0.99566,0.06771,0.33256,0.0781,0.22937,1.07408,1.85613,33.52127,0.18002,0.00348,0.00219,0.69492,0.41463,0.04931,1.0552,0.40114,6.13958,1.2492,0.00083,1.01835,1.06838,0.00844,0.92345,0.487,0.0,0.06741,0.0,0.7,0.584,0.52
158983,c149016b,202643,3643150.0,Endo Wataru,Wataru Endo,Liverpool,8650,Liverpool,8650,178.0,right,32.0,Japan,7.03078,CM,CB/DM/CM,False,,12405.0,1.02116,0.0659,0.25477,0.08544,0.18009,1.22147,2.02881,42.53661,0.14732,0.00113,0.00051,0.61296,0.12234,0.02828,1.02014,0.26112,5.68559,1.3602,0.00118,1.29334,1.33892,0.01085,0.95035,0.75248,0.0,0.0673,0.0,0.85333,0.74973,0.86422
616222,c4ce0ab5,1580952,4058541.0,Vitor de Oliveira Nunes dos Reis,Vitor Reis,Girona,7732,Manchester City,8456,186.0,right,19.0,Brazil,41.40719,CB,CB,False,,226.0,0.98992,0.06751,0.16043,0.03256,0.07987,0.62655,0.97354,66.52922,0.1218,0.00472,0.0086,0.30088,0.05059,0.02205,0.93515,0.47629,4.01606,2.97133,0.0013,0.64016,0.64373,0.01568,0.89832,0.82125,0.0,0.06683,0.0,0.7,0.584,0.52
242882,1bfb6fef,979752,4352383.0,Bafodé Diakité,Bafodé Diakité,Lille,8639,Lille,8639,182.0,right,24.0,France,32.34484,CB,CB,False,,8398.0,1.09342,0.06103,0.17614,0.03017,0.06032,0.78329,1.19595,52.22332,0.1345,0.00154,0.00743,0.27748,0.0177,0.02682,0.90604,0.48333,4.51279,3.05746,0.00126,0.57599,1.21388,0.01377,0.99548,0.9062,0.0,0.06674,0.0,0.95,0.584,0.52
477064,b57e066e,1288450,2087563.0,Rico Lewis,Rico Lewis,Manchester City,8456,Manchester City,8456,169.0,right,20.0,England,70.73336,RB,RB/LB/DM/CM/RW,False,,6042.0,1.00486,0.06625,0.21597,0.10712,0.26086,0.81091,1.28352,49.68835,0.07627,0.00074,0.00145,0.44942,0.11039,0.03914,0.54989,0.24485,4.0513,1.26055,0.00112,1.39498,0.60277,0.00727,0.96238,0.71335,0.0,0.06657,0.0,0.95,0.9,0.9
248056,1d36d6b6,935728,4293427.0,Tanaka Ao,Ao Tanaka,Leeds United,8463,Leeds United,8463,180.0,right,26.0,Japan,14.20359,DM,DM/CM/AM,False,,3337.0,1.02407,0.06413,0.22314,0.06879,0.15812,1.35372,2.27741,37.80581,0.14322,0.00104,0.00133,0.32091,0.14329,0.06643,1.35166,0.18981,5.55195,1.00804,0.00172,1.18609,1.20856,0.01947,0.96101,0.69251,0.0,0.06568,0.0,0.7,0.584,0.52
250199,20b3a502,827315,3652110.0,Nicolás Domínguez,Nicolás Dominguez,Nottingham Forest,10203,Nottingham Forest,10203,179.0,right,27.0,Argentina,21.6889,DM,DM/RM/CM/LM/RW/LW,True,Early October 2025,9764.0,0.96094,0.06801,0.32755,0.0664,0.16234,1.66936,2.95944,31.12567,0.2222,0.00089,0.00052,0.32089,0.13948,0.03733,1.00401,0.30706,4.80383,1.55295,0.00129,0.87655,1.16759,0.00917,0.89624,0.30034,0.0,0.06536,0.0,0.7,0.836,0.58
514254,916728da,1354561,4050503.0,Diego Gómez Amarilla,Diego Gomez,Brighton & Hove Albion,10204,Brighton & Hove Albion,10204,183.0,right,22.0,Paraguay,1.57,DM,DM/RM/CM/RW/LW,True,Doubtful,625.0,0.99361,0.06573,0.3116,0.07474,0.21322,1.33486,2.22088,30.40791,0.1342,0.00267,0.00176,0.73316,0.33082,0.07136,1.03156,0.20381,4.2373,1.09798,0.00122,0.73844,1.26981,0.00918,0.94229,0.414,0.0,0.06531,0.0,0.7,0.52147,0.50511
578512,d50ec076,1655958,,Miodrag Pivaš,Miodrag Pivas,Newcastle United U23,357205,Willem II,8525,188.0,right,20.0,Serbia,,,CB,False,,0.0,1.0,0.06528,0.319,0.07448,0.2187,1.146,1.9747,38.3479,0.2185,0.0043,0.0018,0.7886,0.4134,0.0518,1.1132,0.2697,5.9477,1.0923,0.0008,1.2,1.3536,0.0078,0.9158,0.5357,0.0,0.06528,0.0,0.7,0.584,0.52
232820,19a890ba,166035,4293448.0,Joe Anderson,Joe Anderson,Welling United,8679,Welling United,8679,180.0,left,35.0,England,,,,False,,0.0,1.0,0.06528,0.319,0.07448,0.2187,1.146,1.9747,38.3479,0.2185,0.0043,0.0018,0.7886,0.4134,0.0518,1.1132,0.2697,5.9477,1.0923,0.0008,1.2,1.3536,0.0078,0.9158,0.5357,0.0,0.06528,0.0,0.7,0.584,0.52
550141,6029f951,1386101,,Adrian Mazilu,Adrian Mazilu,Brighton & Hove Albion Academy,773678,Vitesse,8277,186.0,left,19.0,Romania,2.0,,AM,False,,0.0,0.99964,0.06528,0.319,0.07448,0.2187,1.146,1.9747,38.3479,0.2185,0.0043,0.0018,0.7886,0.4134,0.0518,1.1132,0.2697,5.9477,1.0923,0.0008,1.2,1.3536,0.0078,0.9158,0.5357,0.0,0.06526,0.0,0.7,0.584,0.52
497606,34721c11,1111392,4293393.0,Tawanda Chirewa,Tawanda Chirewa,Wolverhampton Wanderers,8602,Wolverhampton Wanderers,8602,181.0,right,21.0,Zimbabwe,0.91754,LM,DM/LWB/LM/RW/AM/LW/ST,False,,389.0,0.9944,0.06548,0.38783,0.07121,0.21538,1.13538,1.90693,22.13574,0.16186,0.00183,0.00114,1.09837,0.55087,0.14161,0.76059,0.12346,4.60776,0.88909,0.00084,1.14425,1.23448,0.00341,0.84827,0.35592,0.0,0.06511,0.0,0.7,0.47013,0.49289
516895,c6220452,1292810,3715024.0,Kobbie Mainoo,Kobbie Mainoo,Manchester United,10260,Manchester United,10260,184.0,right,20.0,England,61.11237,DM,DM/CM/AM/ST/LW,False,,4499.0,1.06768,0.06066,0.22892,0.07429,0.19225,1.23932,2.04405,32.47463,0.15777,0.00135,0.00082,1.06551,0.11107,0.04352,0.87094,0.22372,4.19925,0.81907,0.00106,0.97956,1.03165,0.03049,0.90127,0.40027,0.0,0.06477,0.0,0.95,0.836,0.58
466075,aded8e6f,1105912,3907046.0,Riccardo Calafiori,Riccardo Calafiori,Arsenal,9825,Arsenal,9825,188.0,left,23.0,Italy,50.4057,LB,CB/LB,False,,5459.0,1.05856,0.06116,0.28437,0.07248,0.17369,1.19591,1.78529,35.64301,0.18396,0.00225,0.00669,0.63593,0.37699,0.1485,1.01308,0.32884,4.12918,1.74277,0.00097,0.68199,1.0855,0.00236,0.85278,0.54038,0.0,0.06474,0.0,0.95,0.584,0.52
499717,07382f6c,1574106,4041566.0,Jayden Meghoma,Jayden Meghoma,Brentford,9937,Brentford,9937,188.0,left,19.0,England,4.33611,LM,CB/LB/LWB/LM/LW,False,,1168.0,0.99873,0.06481,0.28683,0.08741,0.20574,0.92981,1.53344,17.28662,0.09314,0.00153,0.00101,0.759,0.54305,0.13481,0.79232,0.19826,3.98269,1.2761,0.00066,0.79839,0.74785,0.00324,0.77968,0.21802,0.0,0.06473,0.0,0.7,0.68627,0.84911
211975,89ac64a6,521318,2258875.0,Manuel Akanji,Manuel Akanji,Manchester City,8456,Manchester City,8456,186.0,right,30.0,Switzerland,30.08823,CB,RB/CB,False,,16208.0,0.95109,0.0679,0.155,0.06452,0.13415,0.75745,1.1879,71.16076,0.07929,0.00073,0.00345,0.15501,0.06495,0.00421,0.70138,0.38343,4.89657,2.1366,0.00127,0.49943,0.70802,0.02484,0.96035,0.88825,0.0,0.06458,0.0,0.95,0.9,0.9
180736,5515376c,793907,242981.0,Trevoh Chalobah,Trevoh Chalobah,Chelsea,8455,Chelsea,8455,190.0,right,26.0,England,27.91977,CB,RB/CB,False,,10262.0,1.05025,0.06135,0.19776,0.03144,0.05962,0.86405,1.31649,51.75874,0.10994,0.00176,0.00971,0.32432,0.02897,0.01288,1.08505,0.4672,4.0037,3.55991,0.00112,0.64507,0.72123,0.02032,0.96445,0.84569,0.0,0.06444,0.0,0.95,0.9,0.9
233963,00963611,719219,3646579.0,Konstantinos Mavropanos,Konstantinos Mavropanos,West Ham United,8654,West Ham United,8654,194.0,right,27.0,Greece,18.06091,CB,CB,False,,11343.0,0.91893,0.0701,0.18506,0.02199,0.03074,0.92485,1.41051,39.6358,0.11769,0.00152,0.02302,0.31732,0.02556,0.0614,1.62438,0.76921,4.41721,4.57611,0.00138,0.65606,0.71663,0.02913,0.92526,0.78932,0.0,0.06442,0.0,0.89778,0.67973,0.84756
570526,a109e5c8,1386775,3879490.0,Lucas Bergvall,Lucas Bergvall,Tottenham Hotspur,8586,Tottenham Hotspur,8586,186.0,right,19.0,Sweden,53.01227,CM,DM/CM/AM,False,,2336.0,0.98349,0.06548,0.2271,0.06362,0.11972,1.08586,2.00946,32.77469,0.16746,0.00124,0.01609,1.06858,0.24751,0.01307,1.23832,0.39909,4.60533,1.1911,0.00111,1.00191,1.17627,0.04168,0.95804,0.57045,0.0,0.0644,0.0,0.95,0.648,0.84
447715,e1618c22,1113670,3646973.0,Aaron Ramsey,Aaron Ramsey,Burnley,8191,Burnley,8191,181.0,right,22.0,England,12.4162,,RM,False,,2391.0,1.02306,0.06286,0.27483,0.0525,0.1595,1.03863,1.65999,20.48229,0.14791,0.00287,0.0013,0.65443,0.2083,0.0466,0.79479,0.25871,4.68915,1.09613,0.00151,0.89383,0.98107,0.00587,0.89889,0.27255,0.0,0.06431,0.0,0.7,0.648,0.84
202993,3b8674e6,620618,291492.0,Rodrigo Bentancur,Rodrigo Bentancur,Tottenham Hotspur,8586,Tottenham Hotspur,8586,187.0,right,28.0,Uruguay,26.52122,CM,DM/CM,False,,11969.0,1.00408,0.06395,0.25327,0.07191,0.15831,1.2352,2.05661,43.25224,0.21336,0.00064,0.00065,0.69905,0.16915,0.04175,1.56673,0.42504,5.92212,1.59034,0.00108,0.66455,1.35058,0.00434,0.87503,0.48739,0.0,0.06421,0.0,0.95,0.75907,0.86644
78916,b2d31e83,188058,92423.0,Dan Burn,Daniel Burn,Newcastle United,10261,Newcastle United,10261,201.0,left,33.0,England,7.18598,CB,CB,False,,15557.0,0.95983,0.06613,0.18164,0.03336,0.07831,0.84037,1.37966,38.4143,0.14214,0.00077,0.0164,0.13974,0.04757,0.12614,0.92191,0.68154,3.71327,4.58348,0.00127,0.28943,0.93981,0.00301,0.96662,0.87868,0.0,0.06348,0.0,0.60389,0.9,0.9
556639,462c5660,1432927,,Jayce Fitzgerald,Jayce Fitzgerald,Manchester United Academy,1070257,Manchester United,10260,,right,18.0,England,,,,False,,0.0,1.0,0.06332,0.31628,0.07281,0.21388,1.40254,2.4049,44.18986,0.25091,0.00528,0.0019,0.66071,0.39187,0.05401,1.32547,0.2157,6.50321,0.89863,0.00078,1.11532,1.34547,0.00858,0.9158,0.5357,0.0,0.06332,0.0,0.7,0.584,0.52
503139,104d0bb8,1233655,3638526.0,Alex Scott,Alex Scott,AFC Bournemouth,8678,AFC Bournemouth,8678,178.0,right,21.0,England,26.11682,DM,DM/CM/AM,False,,8876.0,0.97418,0.06466,0.27,0.08061,0.18459,0.88175,1.64095,20.20035,0.20507,0.00204,0.00064,0.61612,0.40521,0.02914,0.94544,0.26955,4.84115,1.02825,0.00135,1.72687,1.29126,0.01641,0.84413,0.45429,0.0,0.06299,0.0,0.7,0.9,0.9
215379,de31038e,1089691,200376.0,Elliot Anderson,Elliot Anderson,Nottingham Forest,10203,Nottingham Forest,10203,179.0,right,22.0,England,51.60875,DM,DM/RM/CM/AM/LW,False,,4759.0,0.93889,0.067,0.22644,0.09456,0.21648,1.42904,2.46698,30.50768,0.20024,0.00101,0.00063,0.96015,0.48086,0.09289,0.89729,0.28687,5.87768,1.83539,0.00122,1.51495,1.37563,0.00368,0.95514,0.43974,0.0,0.06291,0.0,0.7,0.8468,0.88733
531363,00b77ecf,1292835,4293395.0,Nathan Fraser,Nathan Fraser,Wolverhampton Wanderers,8602,Wolverhampton Wanderers,8602,188.0,right,20.0,England,1.5,,ST,False,,351.0,1.02114,0.06132,0.34066,0.04994,0.14343,1.16066,2.08082,29.89502,0.19834,0.00294,0.00201,0.70433,0.27827,0.05888,0.99953,0.24179,5.29045,0.99551,0.00095,1.16587,1.44145,0.00722,0.92983,0.44642,0.0,0.06262,0.0,0.7,0.584,0.52
467779,4876c9ab,970243,3893796.0,Mats Wieffer,Mats Wieffer,Brighton & Hove Albion,10204,Brighton & Hove Albion,10204,188.0,right,25.0,Netherlands,16.6028,RB,RB/DM/CM/LW,False,,6532.0,0.99875,0.06269,0.23292,0.08972,0.19748,1.93011,3.27393,38.04856,0.16514,0.00146,0.00245,0.64734,0.33089,0.06013,1.36299,0.25294,5.42145,1.61956,0.00131,0.89698,1.347,0.00671,0.92412,0.77179,0.0,0.06262,0.0,0.95,0.584,0.52
106611,c5b7c315,290410,23378.0,Michael Keane,Michael Keane,Everton,8668,Everton,8668,191.0,right,32.0,England,2.16432,CB,CB,False,,8885.0,1.08161,0.05789,0.23399,0.02405,0.04506,0.6137,1.0692,34.81131,0.11968,0.00166,0.01824,0.14991,0.01916,0.01448,1.55534,0.78681,3.98814,4.56625,0.00109,0.25036,0.62503,0.02762,0.98701,0.95177,0.0,0.06261,0.0,0.7,0.648,0.84
207283,0f134faf,650616,192210.0,Mathias Jensen,Mathias Jensen,Brentford,9937,Brentford,9937,173.0,right,29.0,Denmark,12.49075,CM,DM/RM/CM,False,,11453.0,1.00579,0.06203,0.21722,0.12296,0.31782,0.88713,1.60666,24.57305,0.07327,0.00068,0.00052,0.61608,1.06499,0.04277,0.91158,0.18666,4.67209,0.77765,0.00126,0.60166,0.81385,0.002,0.9091,0.39487,0.0,0.06239,0.0,0.7,0.80013,0.87622
232928,4e015693,950474,255546.0,James Garner,James Garner,Everton,8668,Everton,8668,182.0,right,24.0,England,20.75591,DM,RB/DM/CM/RW,False,,12648.0,0.95644,0.06514,0.26097,0.08474,0.20074,1.39458,2.3223,27.13937,0.15168,0.00078,0.00038,0.45726,0.6922,0.03249,1.29261,0.26667,4.94959,1.42658,0.00138,1.03456,1.17054,0.01352,0.97241,0.77528,0.0,0.0623,0.0,0.7,0.80107,0.87644
428580,2944f86f,856685,233401.0,Frank Onyeka,Frank Onyeka,Brentford,9937,Brentford,9937,183.0,right,27.0,Nigeria,9.58998,DM,DM/CM/RW,False,,6480.0,0.91309,0.0681,0.27587,0.0585,0.13067,1.22793,1.83801,21.36682,0.16487,0.00111,0.00103,0.59241,0.17477,0.08987,1.10921,0.34315,4.68453,1.05866,0.00121,1.75194,1.35278,0.00469,0.92188,0.45351,0.0,0.06219,0.0,0.73333,0.648,0.84
221466,35141f4c,785411,2018115.0,Marcos Senesi Barón,Marcos Senesi,AFC Bournemouth,8678,AFC Bournemouth,8678,184.0,left,28.0,Argentina,18.26573,CB,CB,False,,13664.0,1.02541,0.06019,0.10383,0.05655,0.10195,1.22765,1.98617,38.88978,0.22057,0.0021,0.00723,0.37785,0.16299,0.00616,1.4573,0.67725,6.0657,3.94003,0.00114,0.55919,1.28435,0.0111,0.94215,0.7226,0.0,0.06172,0.0,0.95,0.83747,0.88511
501837,1e159d70,1200657,3737495.0,Yerson Mosquera Valdelamar,Yerson Mosquera,Wolverhampton Wanderers,8602,Wolverhampton Wanderers,8602,187.0,right,24.0,Colombia,12.4251,CB,CB,False,,1800.0,1.01328,0.05981,0.1312,0.02146,0.04058,1.06598,1.81657,42.93394,0.20361,0.00349,0.01794,0.18565,0.11631,0.06862,1.48492,0.91914,4.98176,3.77948,0.00102,1.03876,1.11478,0.01361,0.95252,0.87694,0.0,0.06061,0.0,0.7,0.584,0.52
15157,2f90f6b8,38807,23117.0,James Milner,James Milner,Brighton & Hove Albion,10204,Brighton & Hove Albion,10204,175.0,right,39.0,England,1.16615,DM,DM,False,,4882.0,0.95602,0.05182,0.21268,0.10013,0.22872,1.13383,1.89396,37.98153,0.17295,0.0019,0.00119,0.49937,0.58916,0.05768,0.95099,0.26277,4.69719,1.03339,0.0007,0.89135,1.17385,0.00619,0.78951,0.32907,0.1,0.0606,0.0,0.95,0.584,0.52
444765,7bf9400b,919435,3879483.0,Sepp van den Berg,Sepp van den Berg,Brentford,9937,Brentford,9937,189.0,right,23.0,Netherlands,27.76287,CB,RB/CB/LB,True,Doubtful,11774.0,0.97656,0.06196,0.1809,0.02429,0.04315,0.82187,1.34582,32.87475,0.09312,0.00131,0.0094,0.13724,0.08335,0.03287,0.96657,1.07771,4.38152,4.24423,0.00117,0.29123,0.79262,0.02125,0.99118,0.90897,0.0,0.06051,0.0,0.7,0.648,0.84
152551,9b5ce51a,466672,230744.0,Jefferson Lerma Solís,Jefferson Lerma,Crystal Palace,9826,Crystal Palace,9826,179.0,right,30.0,Colombia,11.23146,CM,CB/DM/CM/AM,False,,15098.0,0.95659,0.06308,0.29111,0.068,0.1495,0.80242,1.43965,30.07595,0.17193,0.00072,0.00376,0.35535,0.17485,0.04214,1.3572,0.47863,6.03535,2.32963,0.00121,1.20377,1.16744,0.00989,0.93613,0.74926,0.0,0.06034,0.0,0.7,0.9,0.9
231065,e541326e,711357,192197.0,Ethan Pinnock,Ethan Pinnock,Brentford,9937,Brentford,9937,187.0,left,32.0,Jamaica,6.57343,CB,CB,False,,13818.0,0.97561,0.06135,0.19694,0.03152,0.07936,0.8554,1.40685,36.76373,0.04318,0.0009,0.01535,0.16089,0.05766,0.00896,1.20463,0.8049,3.89225,5.75821,0.00123,0.33889,0.35211,0.04786,0.95945,0.93248,0.0,0.05985,0.0,0.7,0.648,0.84
215136,dd323728,1078788,156926.0,Neco Williams,Neco Williams,Nottingham Forest,10203,Nottingham Forest,10203,188.0,right,24.0,Wales,27.68893,LB,RB/LB/LWB/LM,False,,8795.0,0.96123,0.06182,0.22404,0.06916,0.15648,1.85588,2.91651,22.78769,0.16275,0.00089,0.00099,0.69221,0.51694,0.09873,1.14915,0.37416,4.45655,2.96739,0.00111,1.3182,0.93054,0.01766,0.97395,0.75489,0.0,0.05942,0.0,0.72689,0.9,0.9
